time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1934-07-18T01:36:31.380Z,7.853,-82.513,30,7.5,mw,,,,,iscgem,iscgem905037,2022-04-25T21:46:03.240Z,"44 km ESE of Burica, Panama",earthquake,,14.4,0.4,,reviewed,iscgem,iscgem
1934-04-15T22:15:22.510Z,7.689,126.662,35,7.17,mw,,,,,iscgem,iscgem904890,2022-04-25T21:44:16.496Z,"12 km E of Kinablangan, Philippines",earthquake,,36,0.46,,reviewed,iscgem,iscgem
1934-03-24T12:04:32.460Z,-10.082,160.819,15,7.02,mw,,,,,iscgem,iscgem904858,2022-04-25T21:43:41.671Z,"119 km SE of Honiara, Solomon Islands",earthquake,,3.8,0.33,,reviewed,iscgem,iscgem
1934-03-05T11:46:14.570Z,-40.6,175.954,15,7.2,mw,,,,,iscgem,iscgem904826,2022-04-25T21:43:13.640Z,"39 km SE of Palmerston North, New Zealand",earthquake,,9.8,0.3,,reviewed,iscgem,iscgem
1934-02-28T14:21:49.040Z,-5.346,150.649,15,7.03,mw,,,,,iscgem,iscgem904819,2022-04-25T21:42:57.912Z,"61 km ENE of Kimbe, Papua New Guinea",earthquake,,41.4,0.2,,reviewed,iscgem,iscgem
1934-02-24T06:23:48.560Z,23.105,144.009,35,7.5,mw,,,,,iscgem,iscgem904813,2022-04-25T21:42:49.790Z,"Volcano Islands, Japan region",earthquake,,13.6,0.2,,reviewed,iscgem,iscgem
1934-02-14T03:59:39.100Z,17.496,119.292,15,7.5,mw,,,,,iscgem,iscgem904793,2022-04-25T21:42:27.958Z,"113 km W of Cabittaogan, Philippines",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem
1934-01-15T08:43:25.820Z,27.275,86.941,15,8,mw,,,,,iscgem,iscgem904745,2022-04-25T21:41:08.852Z,"Nepal",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1933-11-20T23:21:35.480Z,73.148,-70.072,15,7.44,mw,,,,,iscgem,iscgem905919,2022-04-25T22:00:09.101Z,"Baffin Bay",earthquake,,4.6,0.3,,reviewed,iscgem,iscgem
1933-08-28T22:19:47.330Z,-60.251,-27.086,35,7.46,mw,,,,,iscgem,iscgem905786,2022-04-25T21:58:38.190Z,"South Sandwich Islands region",earthquake,,8.8,0.45,,reviewed,iscgem,iscgem
1933-08-25T07:50:32.780Z,31.957,103.669,15,7.38,mw,,,,,iscgem,iscgem905779,2022-04-25T21:58:31.498Z,"101 km WNW of Jiangyou, China",earthquake,,3.9,0.57,,reviewed,iscgem,iscgem
1933-06-24T21:54:50.070Z,-5.183,104.63,20,7.52,mw,,,,,iscgem,iscgem905657,2022-04-25T21:55:56.427Z,"48 km SW of Kotabumi, Indonesia",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1933-06-18T21:37:36.740Z,38.083,142.484,30,7.25,mw,,,,,iscgem,iscgem905646,2022-04-25T21:55:47.192Z,"110 km ESE of Ishinomaki, Japan",earthquake,,11.4,0.3,,reviewed,iscgem,iscgem
1933-03-02T17:31:00.000Z,39.209,144.59,15,8.4,mw,,,,,official,official19330302173100_30,2022-04-25T21:51:57.876Z,"1933 Sanriku (Sanriku-oki) Earthquake, Japan",earthquake,,,,,automatic,iscgem,official
1933-02-23T08:09:19.490Z,-20.521,-70.192,35,7.28,mw,,,,,iscgem,iscgem905405,2022-04-25T21:51:54.418Z,"34 km S of Iquique, Chile",earthquake,,20.9,0.27,,reviewed,iscgem,iscgem
1933-01-21T19:21:14.200Z,-33.983,57.677,10,7.13,mw,,,,,iscgem,iscgem905360,2022-04-25T21:51:01.946Z,"",earthquake,,3.8,0.4,,reviewed,iscgem,iscgem
1932-12-25T02:04:30.300Z,39.462,96.562,15,7.84,mw,,,,,iscgem,iscgem906530,2022-04-25T22:10:19.257Z,"108 km WSW of Laojunmiao, China",earthquake,,3.9,0.67,,reviewed,iscgem,iscgem
1932-11-13T04:46:59.600Z,43.794,136.619,320,7.1,mb,,,,,iscgem,iscgem906454,2022-06-15T00:24:52.585Z,"88 km SSE of Kamenka, Russia",earthquake,,25,,,reviewed,iscgem,abe
1932-06-22T12:59:30.550Z,19.242,-104.383,25,7.7,mw,,,,,iscgem,iscgem906247,2022-04-25T22:06:56.900Z,"12 km NNE of La Central, Mexico",earthquake,,15,0.3,,reviewed,iscgem,iscgem
1932-06-18T10:12:32.930Z,19.087,-103.551,15,7.8,mw,,,,,iscgem,iscgem906234,2022-04-25T22:06:31.965Z,"7 km E of Los Tepames, Mexico",earthquake,,24.1,0.3,,reviewed,iscgem,iscgem
1932-06-03T10:36:58.080Z,19.795,-103.931,35,8.1,mw,,,,,iscgem,iscgem906183,2022-04-25T22:05:10.769Z,"4 km ENE of Tonaya, Mexico",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1932-05-21T10:10:03.680Z,13.198,-87.862,15,7.09,mw,,,,,iscgem,iscgem906153,2022-04-25T22:04:21.343Z,"12 km S of Conchagua, El Salvador",earthquake,,38.1,0.2,,reviewed,iscgem,iscgem
1932-05-14T13:11:03.840Z,0.386,125.884,15,7.7,mw,,,,,iscgem,iscgem906146,2022-04-25T22:04:12.558Z,"148 km SE of Tondano, Indonesia",earthquake,,5.2,0.4,,reviewed,iscgem,iscgem
1931-11-02T10:03:04.230Z,31.884,132.043,35,7.93,mw,,,,,iscgem,iscgem907108,2022-04-25T22:23:52.223Z,"58 km ESE of Takanabe, Japan",earthquake,,7.8,0.33,,reviewed,iscgem,iscgem
1931-10-10T00:19:57.860Z,-9.734,161.151,15,7.84,mw,,,,,iscgem,iscgem907065,2022-04-25T22:23:00.902Z,"116 km NW of Kirakira, Solomon Islands",earthquake,,37.8,0.56,,reviewed,iscgem,iscgem
1931-10-03T19:13:21.880Z,-11.118,161.195,15,7.83,mw,,,,,iscgem,iscgem907054,2022-04-25T22:22:50.930Z,"108 km SW of Kirakira, Solomon Islands",earthquake,,25.4,0.53,,reviewed,iscgem,iscgem
1931-09-25T05:59:53.200Z,-5.263,102.266,35,7.34,mw,,,,,iscgem,iscgem907033,2022-04-25T22:22:41.734Z,"161 km S of Bengkulu, Indonesia",earthquake,,7.6,0.27,,reviewed,iscgem,iscgem
1931-08-27T15:27:21.770Z,29.745,67.391,10,7.2,mw,,,,,iscgem,iscgem906971,2022-05-09T22:48:59.711Z,"14 km SSE of Mach, Pakistan",earthquake,,4.6,0.53,,reviewed,iscgem,iscgem
1931-08-18T14:21:04.830Z,47.254,89.898,10,7.25,mw,,,,,iscgem,iscgem906951,2022-04-25T22:20:44.040Z,"148 km ESE of Altay, China",earthquake,,4.5,0.47,,reviewed,iscgem,iscgem
1931-08-10T21:18:45.160Z,46.858,89.888,10,7.9,mw,,,,,iscgem,iscgem906933,2022-04-25T22:20:11.590Z,"172 km SE of Altay, China",earthquake,,4.5,0.3,,reviewed,iscgem,iscgem
1931-08-07T02:11:43.720Z,-3.366,142.031,35,7.08,mw,,,,,iscgem,iscgem906921,2022-04-25T22:19:53.744Z,"43 km SW of Aitape, Papua New Guinea",earthquake,,25,0.31,,reviewed,iscgem,iscgem
1931-05-20T02:22:51.870Z,37.742,-16.165,10,7.22,mw,,,,,iscgem,iscgem906785,2022-04-25T22:17:20.387Z,"Azores-Cape St. Vincent Ridge",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1931-03-18T08:02:24.590Z,-33.926,-71.556,35,7.2,mw,,,,,iscgem,iscgem906680,2022-04-25T22:15:00.137Z,"37 km S of San Antonio, Chile",earthquake,,10.9,0.26,,reviewed,iscgem,iscgem
1931-03-09T03:49:00.210Z,40.591,142.422,35,7.92,mw,,,,,iscgem,iscgem906664,2022-04-25T22:14:33.875Z,"78 km E of Hachinohe, Japan",earthquake,,11.5,0.54,,reviewed,iscgem,iscgem
1931-02-13T01:27:26.740Z,-39.421,176.129,45,7.3,mw,,,,,iscgem,iscgem906628,2022-04-25T22:13:22.894Z,"40 km E of Waiouru, New Zealand",earthquake,,20.4,0.3,,reviewed,iscgem,iscgem
1931-02-10T06:34:34.070Z,-5.356,102.594,35,7.02,mw,,,,,iscgem,iscgem906621,2022-04-25T22:13:17.125Z,"164 km SSW of Pagar Alam, Indonesia",earthquake,,7.6,0.23,,reviewed,iscgem,iscgem
1931-02-02T22:46:52.250Z,-39.741,176.316,35,7.4,mw,,,,,iscgem,iscgem906607,2022-04-25T22:12:55.570Z,"47 km WSW of Hastings, New Zealand",earthquake,,6.1,0.3,,reviewed,iscgem,iscgem
1931-01-28T21:24:11.380Z,10.873,144.461,15,7.2,mw,,,,,iscgem,iscgem906597,2022-04-25T22:12:42.277Z,"265 km S of Merizo Village, Guam",earthquake,,25,0.53,,reviewed,iscgem,iscgem
1931-01-27T20:09:20.010Z,25.872,96.764,15,7.58,mw,,,,,iscgem,iscgem906595,2022-04-25T22:12:35.328Z,"37 km S of Sarupathar, India",earthquake,,4.8,0.48,,reviewed,iscgem,iscgem
1931-01-15T01:50:48.030Z,16.049,-96.486,35,7.6,mw,,,,,iscgem,iscgem906564,2022-04-25T22:11:24.263Z,"5 km SSW of San Miguel Suchixtepec, Mexico",earthquake,,8.6,0.3,,reviewed,iscgem,iscgem
1930-12-03T18:51:47.210Z,18.17,96.336,10,7.52,mw,,,,,iscgem,iscgem907777,2022-04-25T22:35:04.420Z,"36 km SSW of Pyu, Myanmar",earthquake,,4.6,0.5,,reviewed,iscgem,iscgem
1930-10-24T20:15:10.690Z,18.448,146.688,25,7.2,mw,,,,,iscgem,iscgem907664,2022-04-25T22:33:34.393Z,"Pagan region, Northern Mariana Islands",earthquake,,7.2,0.2,,reviewed,iscgem,iscgem
1930-05-06T22:34:27.350Z,38.108,44.727,15,7.1,mw,,,,,iscgem,iscgem907354,2022-04-25T22:27:59.791Z,"10 km SSW of Salm?s, Iran",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1930-05-05T13:46:01.310Z,17.733,96.406,35,7.43,mw,,,,,iscgem,iscgem907352,2022-04-25T22:27:56.360Z,"41 km SW of Nyaunglebin, Myanmar",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1929-12-17T10:58:41.810Z,53.439,172.202,20,7.86,mw,,,,,iscgem,iscgem908419,2022-04-25T22:46:54.130Z,"93 km NW of Attu Station, Alaska",earthquake,,6.8,0.35,,reviewed,iscgem,iscgem
1929-11-18T20:32:00.230Z,44.475,-55.987,10,7.2,mw,,,,,iscgem,iscgem908394,2022-04-25T22:46:28.127Z,"256 km S of Saint-Pierre, Saint Pierre and Miquelon",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1929-11-15T18:50:29.030Z,7.568,142.746,10,7.05,mw,,,,,iscgem,iscgem908389,2022-04-25T22:46:18.533Z,"State of Yap, Federated States of Micronesia",earthquake,,25,0.25,,reviewed,iscgem,iscgem
1929-07-07T21:23:17.950Z,51.479,-177.746,35,7.33,mw,,,,,iscgem,iscgem908198,2022-04-25T22:41:44.898Z,"88 km WSW of Adak, Alaska",earthquake,,10.6,0.42,,reviewed,iscgem,iscgem
1929-07-05T14:19:09.620Z,51.459,-178.153,35,7.01,mw,,,,,iscgem,iscgem908189,2022-04-25T22:41:35.585Z,"114 km WSW of Adak, Alaska",earthquake,,14.8,0.33,,reviewed,iscgem,iscgem
1929-06-27T12:47:13.930Z,-55.373,-29.345,15,8.1,mw,,,,,iscgem,iscgem908171,2022-04-25T22:41:23.999Z,"South Sandwich Islands region",earthquake,,6.8,0.2,,reviewed,iscgem,iscgem
1929-06-16T22:47:34.110Z,-42.001,173.208,20,7.3,mw,,,,,iscgem,iscgem908150,2022-04-25T22:40:45.536Z,"68 km S of Wakefield, New Zealand",earthquake,,25.4,0.3,,reviewed,iscgem,iscgem
1929-06-13T09:24:43.560Z,8.053,126,35,7.21,mw,,,,,iscgem,iscgem908140,2022-04-25T22:40:32.617Z,"5 km ESE of Veruela, Philippines",earthquake,,25.1,0.34,,reviewed,iscgem,iscgem
1929-05-26T22:40:08.400Z,51.103,-130.722,15,7.48,mw,,,,,iscgem,iscgem908101,2022-04-25T21:10:25.498Z,"262 km W of Port McNeill, Canada",earthquake,,7,0.41,,reviewed,iscgem,iscgem
1929-05-01T15:37:36.290Z,38.107,57.642,10,7.2,mw,,,,,iscgem,iscgem908052,2022-04-25T22:39:34.857Z,"40 km SSE of Baharly, Turkmenistan",earthquake,,9.5,0.4,,reviewed,iscgem,iscgem
1929-03-09T10:50:33.150Z,-42.986,172.438,20,7,mw,,,,,iscgem,iscgem907935,2022-04-25T22:37:21.419Z,"30 km NW of Amberley, New Zealand",earthquake,,5.7,0.3,,reviewed,iscgem,iscgem
1929-03-07T01:34:42.430Z,50.906,-169.786,15,7.8,mw,,,,,iscgem,iscgem907930,2022-04-25T22:37:17.851Z,"234 km SSW of Nikolski, Alaska",earthquake,,3.8,0.4,,reviewed,iscgem,iscgem
1929-02-22T20:41:50.500Z,10.657,-42.016,10,7.04,mw,,,,,iscgem,iscgem907911,2022-04-25T22:37:09.298Z,"",earthquake,,3.9,0.29,,reviewed,iscgem,iscgem
1929-01-24T20:36:44.010Z,12.944,-90.697,15,7.03,mw,,,,,iscgem,iscgem907874,2022-04-25T22:36:28.549Z,"off the coast of Central America",earthquake,,13.3,0.25,,reviewed,iscgem,iscgem
1928-12-19T11:37:19.400Z,6.707,124.245,25,7.42,mw,,,,,iscgem,iscgem909023,2022-05-09T22:48:57.190Z,"10 km ESE of Basak, Philippines",earthquake,,25,0.66,,reviewed,iscgem,iscgem
1928-12-02T04:20:26.070Z,-35.712,-72.74,30,7.23,mw,,,,,iscgem,iscgem908989,2022-04-25T22:59:32.657Z,"47 km NW of Cauquenes, Chile",earthquake,,12.8,0.33,,reviewed,iscgem,iscgem
1928-12-01T04:06:17.600Z,-35.084,-72.267,35,7.7,mw,,,,,iscgem,iscgem908986,2022-04-25T22:59:16.733Z,"30 km NNE of Constitución, Chile",earthquake,,7.3,0.4,,reviewed,iscgem,iscgem
1928-11-20T20:35:12.480Z,-23.157,-70.057,45,7.03,mw,,,,,iscgem,iscgem908971,2022-04-25T21:12:01.223Z,"64 km NNE of Antofagasta, Chile",earthquake,,20.4,0.35,,reviewed,iscgem,iscgem
1928-10-09T03:01:14.730Z,16.233,-97.434,25,7.51,mw,,,,,iscgem,iscgem908920,2022-04-25T22:57:48.222Z,"6 km WSW of San Miguel Panixtlahuaca, Mexico",earthquake,,10.6,0.3,,reviewed,iscgem,iscgem
1928-08-04T18:26:18.110Z,15.877,-98.229,20,7.36,mw,,,,,iscgem,iscgem908823,2022-04-25T22:55:27.421Z,"40 km S of Corralero, Mexico",earthquake,,7.8,0.3,,reviewed,iscgem,iscgem
1928-07-18T19:05:09.260Z,-5.732,-78.982,35,7.09,mw,,,,,iscgem,iscgem908792,2022-04-25T22:54:54.579Z,"15 km SSW of Huabal, Peru",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1928-06-29T22:49:42.170Z,-15.833,170.902,15,7.07,mw,,,,,iscgem,iscgem908762,2022-04-25T22:54:14.910Z,"Vanuatu region",earthquake,,25,0.29,,reviewed,iscgem,iscgem
1928-06-21T16:27:18.510Z,60.373,-147.291,15,7,mw,,,,,iscgem,iscgem908754,2022-04-25T22:53:58.839Z,"52 km NE of Chenega, Alaska",earthquake,,8.3,0.3,,reviewed,iscgem,iscgem
1928-06-17T03:19:32.370Z,16.065,-96.944,20,7.99,mw,,,,,iscgem,iscgem908744,2022-04-25T22:53:41.680Z,"15 km ESE of San Gabriel Mixtepec, Mexico",earthquake,,14.2,0.4,,reviewed,iscgem,iscgem
1928-05-27T09:50:28.770Z,39.875,142.822,35,7.34,mw,,,,,iscgem,iscgem908698,2022-04-25T21:11:19.077Z,"79 km ENE of Miyako, Japan",earthquake,,10.6,0.44,,reviewed,iscgem,iscgem
1928-05-14T22:14:48.040Z,-5.449,-78.658,10,7.28,mw,,,,,iscgem,iscgem908668,2022-04-25T22:52:09.394Z,"23 km N of Bellavista, Peru",earthquake,,25,0.35,,reviewed,iscgem,iscgem
1928-04-18T19:22:56.900Z,42.351,25.044,10,7.1,mw,,,,,iscgem,iscgem908608,2022-04-25T22:51:33.431Z,"3 km W of Brezovo, Bulgaria",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1928-04-14T09:00:00.020Z,42.351,25.641,10,7.1,mw,,,,,iscgem,iscgem908596,2022-04-25T22:51:11.079Z,"9 km S of Stara Zagora, Bulgaria",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1928-03-29T05:06:04.890Z,31.712,137.946,405,7,mw,,,,,iscgem,iscgem908573,2022-04-25T22:50:40.585Z,"289 km SE of Shing?, Japan",earthquake,,20.6,0.2,,reviewed,iscgem,iscgem
1928-03-22T04:17:04.590Z,16.037,-96.155,15,7.44,mw,,,,,iscgem,iscgem908552,2022-04-25T22:50:04.383Z,"8 km ENE of Santiago Xanica, Mexico",earthquake,,18.2,0.3,,reviewed,iscgem,iscgem
1928-03-16T05:01:05.850Z,-22.36,170.395,10,7.56,mw,,,,,iscgem,iscgem908538,2022-05-09T22:48:53.988Z,"274 km ESE of Tadine, New Caledonia",earthquake,,13.2,0.37,,reviewed,iscgem,iscgem
1928-03-09T18:05:30.760Z,-2.347,88.463,15,7.7,mw,,,,,iscgem,iscgem908528,2022-04-25T22:49:17.727Z,"South Indian Ocean",earthquake,,3.7,0.3,,reviewed,iscgem,iscgem
1927-12-28T18:20:32.020Z,54.969,160.343,15,7.19,mw,,,,,iscgem,iscgem16960058,2022-04-25T20:35:05.495Z,"83 km SSE of Atlasovo, Russia",earthquake,,25,0.26,,reviewed,iscgem,iscgem
1927-11-21T23:12:33.660Z,-44.861,-72.686,15,7.04,mw,,,,,iscgem,iscgem909648,2022-04-25T23:12:16.274Z,"12 km S of Puerto Cisnes, Chile",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1927-10-24T15:59:56.250Z,57.711,-136.485,10,7.24,mw,,,,,iscgem,iscgem909582,2022-04-25T23:10:48.908Z,"31 km SSW of Pelican, Alaska",earthquake,,25,0.39,,reviewed,iscgem,iscgem
1927-08-18T19:27:55.750Z,34.552,141.489,20,7.01,mw,,,,,iscgem,iscgem909456,2022-04-25T23:07:58.215Z,"125 km ESE of Katsuura, Japan",earthquake,,15.9,0.29,,reviewed,iscgem,iscgem
1927-08-10T11:36:12.300Z,-0.599,131.737,15,7.05,mw,,,,,iscgem,iscgem909442,2022-04-25T23:07:45.575Z,"61 km ENE of Sorong, Indonesia",earthquake,,25,0.39,,reviewed,iscgem,iscgem
1927-08-05T21:12:57.460Z,37.579,142.289,35,7,mw,,,,,iscgem,iscgem909429,2022-04-25T23:07:23.860Z,"114 km E of Namie, Japan",earthquake,,12.7,0.46,,reviewed,iscgem,iscgem
1927-06-03T07:12:07.640Z,-6.763,130.561,35,7.49,mw,,,,,iscgem,iscgem909316,2022-04-25T23:05:34.129Z,"273 km WSW of Tual, Indonesia",earthquake,,31.1,0.43,,reviewed,iscgem,iscgem
1927-05-22T22:32:50.180Z,37.666,102.493,15,7.7,mw,,,,,iscgem,iscgem909273,2022-04-25T23:05:21.131Z,"31 km SSW of Wuwei, China",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1927-03-07T09:27:41.990Z,35.559,134.994,10,7,mw,,,,,iscgem,iscgem909128,2022-04-25T23:03:15.414Z,"15 km E of Toyooka, Japan",earthquake,,3.5,0.3,,reviewed,iscgem,iscgem
1927-03-03T01:05:10.340Z,-6.668,122.012,15,7.02,mw,,,,,iscgem,iscgem909124,2022-04-25T23:03:11.839Z,"199 km SSW of Katabu, Indonesia",earthquake,,25,0.25,,reviewed,iscgem,iscgem
1927-02-16T01:35:26.130Z,46.551,153.581,15,7.03,mw,,,,,iscgem,iscgem909092,2022-04-25T23:02:38.318Z,"Kuril Islands",earthquake,,8.8,0.39,,reviewed,iscgem,iscgem
1927-01-24T01:05:47.020Z,-18.284,167.756,30,7.09,mw,,,,,iscgem,iscgem909067,2022-04-25T23:01:45.835Z,"84 km SW of Port-Vila, Vanuatu",earthquake,,18.5,0.28,,reviewed,iscgem,iscgem
1926-10-26T03:44:45.620Z,-2.885,139.239,35,7.56,mw,,,,,iscgem,iscgem910191,2022-04-25T23:21:11.543Z,"158 km WSW of Abepura, Indonesia",earthquake,,15.9,0.53,,reviewed,iscgem,iscgem
1926-10-03T19:38:03.600Z,-50.291,159.493,10,7.47,mw,,,,,iscgem,iscgem910139,2022-04-25T23:20:03.612Z,"north of Macquarie Island",earthquake,,25,0.28,,reviewed,iscgem,iscgem
1926-09-16T17:59:12.120Z,-9.531,159.465,15,7.09,mw,,,,,iscgem,iscgem910107,2022-04-25T23:19:41.896Z,"33 km WNW of Malango, Solomon Islands",earthquake,,10.8,0.32,,reviewed,iscgem,iscgem
1926-09-10T10:34:28.090Z,-9.169,110.63,35,7.1,mw,,,,,iscgem,iscgem910100,2022-04-25T23:19:27.230Z,"138 km SSE of Pundong, Indonesia",earthquake,,15.4,0.28,,reviewed,iscgem,iscgem
1926-08-25T05:44:45.870Z,-23.098,172.219,20,7.04,mw,,,,,iscgem,iscgem910072,2022-04-25T23:18:33.947Z,"southeast of the Loyalty Islands",earthquake,,12.8,0.2,,reviewed,iscgem,iscgem
1926-04-12T08:32:31.700Z,-10.358,161.623,15,7.32,mw,,,,,iscgem,iscgem909810,2022-04-25T23:15:49.034Z,"34 km WNW of Kirakira, Solomon Islands",earthquake,,30.8,0.48,,reviewed,iscgem,iscgem
1926-03-27T10:48:38.630Z,-8.894,157.462,15,7.1,mw,,,,,iscgem,iscgem909794,2022-04-25T23:15:13.354Z,"110 km SE of Gizo, Solomon Islands",earthquake,,6.7,0.3,,reviewed,iscgem,iscgem
1926-02-08T15:18:01.820Z,12.292,-88.801,20,7.13,mw,,,,,iscgem,iscgem909737,2022-04-25T21:12:39.460Z,"113 km SSW of Puerto El Triunfo, El Salvador",earthquake,,25.6,0.24,,reviewed,iscgem,iscgem
1926-01-25T00:36:25.420Z,-10.059,159.281,15,7.48,mw,,,,,iscgem,iscgem909720,2022-04-25T23:13:27.127Z,"62 km SW of Malango, Solomon Islands",earthquake,,12.2,0.26,,reviewed,iscgem,iscgem
1925-11-13T12:14:50.930Z,12.734,124.719,20,7.24,mw,,,,,iscgem,iscgem910734,2022-04-25T23:28:12.948Z,"23 km NNW of Bugko, Philippines",earthquake,,53.1,0.2,,reviewed,iscgem,iscgem
1925-11-10T13:50:35.690Z,-0.585,130.803,15,7.27,mw,,,,,iscgem,iscgem910733,2022-04-25T23:28:11.806Z,"60 km WNW of Sorong, Indonesia",earthquake,,25,0.29,,reviewed,iscgem,iscgem
1925-10-13T17:40:38.120Z,10.702,-42.279,10,7.11,mw,,,,,iscgem,iscgem910710,2022-04-25T23:28:01.876Z,"northern Mid-Atlantic Ridge",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1925-08-19T12:07:31.780Z,55.291,167.198,15,7.02,mw,,,,,iscgem,iscgem910653,2022-04-25T23:27:40.220Z,"Komandorskiye Ostrova, Russia region",earthquake,,3.7,0.29,,reviewed,iscgem,iscgem
1925-06-09T13:40:22.270Z,-4.121,143.515,25,7.04,mw,,,,,iscgem,iscgem910532,2022-04-25T21:13:11.902Z,"61 km W of Angoram, Papua New Guinea",earthquake,,25.4,0.49,,reviewed,iscgem,iscgem
1925-05-03T17:21:46.470Z,1.223,126.303,15,7.13,mw,,,,,iscgem,iscgem910473,2022-04-25T23:25:24.787Z,"129 km WNW of Ternate, Indonesia",earthquake,,21,0.24,,reviewed,iscgem,iscgem
1925-04-16T19:52:40.380Z,21.786,121.096,15,7.13,mw,,,,,iscgem,iscgem910450,2022-04-25T23:25:05.063Z,"43 km ESE of Hengchun, Taiwan",earthquake,,10.6,0.36,,reviewed,iscgem,iscgem
1925-04-11T10:42:07.580Z,-34.565,58.728,10,7.04,mw,,,,,iscgem,iscgem910440,2022-04-25T23:25:03.724Z,"South Indian Ocean",earthquake,,25,0.45,,reviewed,iscgem,iscgem
1925-03-22T08:41:58.940Z,-18.735,168.57,35,7.18,mw,,,,,iscgem,iscgem910423,2022-04-25T23:24:55.631Z,"113 km SSE of Port-Vila, Vanuatu",earthquake,,32.2,0.38,,reviewed,iscgem,iscgem
1925-01-18T12:05:56.780Z,47.918,153.743,35,7.24,mw,,,,,iscgem,iscgem910330,2022-04-25T23:24:06.950Z,"Kuril Islands",earthquake,,32.3,0.22,,reviewed,iscgem,iscgem
1924-08-30T03:04:59.860Z,8.982,126.942,15,7.19,mw,,,,,iscgem,iscgem911077,2022-04-25T23:32:50.693Z,"70 km E of Aras-asan, Philippines",earthquake,,16.2,0.42,,reviewed,iscgem,iscgem
1924-08-14T18:02:40.250Z,36.199,141.34,15,7.13,mw,,,,,iscgem,iscgem911061,2022-04-25T23:32:19.126Z,"67 km ENE of Kashima-shi, Japan",earthquake,,12.4,0.2,,reviewed,iscgem,iscgem
1924-07-24T04:55:19.910Z,-49.382,159.224,15,7.14,mw,,,,,iscgem,iscgem911040,2022-04-25T23:31:47.135Z,"north of Macquarie Island",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1924-07-11T19:44:46.170Z,37.141,83.486,10,7.26,mw,,,,,iscgemsup,iscgemsup911023,2022-05-09T17:53:13.926Z,"southern Xinjiang, China",earthquake,,25,0.86,,reviewed,iscgemsup,iscgemsup
1924-07-03T04:40:12.660Z,36.981,84.186,10,7.32,mw,,,,,iscgem,iscgem911007,2022-04-25T23:31:13.326Z,"southern Xinjiang, China",earthquake,,25,0.56,,reviewed,iscgem,iscgem
1924-06-26T01:37:33.350Z,-56.191,158.481,10,7.65,mw,,,,,iscgem,iscgem910998,2022-04-25T23:31:12.205Z,"Macquarie Island region",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1924-05-04T16:51:50.180Z,-21.236,-178.738,535,7.1,mw,,,,,iscgem,iscgem910936,2022-04-25T23:30:54.214Z,"Fiji region",earthquake,,24.7,0.2,,reviewed,iscgem,iscgem
1924-04-14T16:20:37.490Z,6.625,126.167,15,8.12,mw,,,,,iscgem,iscgem910911,2022-04-25T23:30:34.272Z,"6 km E of Tibanbang, Philippines",earthquake,,51.3,0.66,,reviewed,iscgem,iscgem
1923-11-05T21:28:03.400Z,28.926,130.311,35,7.18,mw,,,,,iscgem,iscgem911721,2022-04-25T23:39:15.257Z,"101 km NE of Naze, Japan",earthquake,,19.8,0.34,,reviewed,iscgem,iscgem
1923-10-07T03:29:38.210Z,-1.211,129.554,15,7.41,mw,,,,,iscgem,iscgem911676,2022-04-25T23:38:55.471Z,"193 km W of Sorong, Indonesia",earthquake,,11.5,0.32,,reviewed,iscgem,iscgem
1923-09-02T02:46:41.720Z,34.985,139.928,15,7.85,mw,,,,,iscgem,iscgem911591,2022-04-25T23:37:49.332Z,"5 km E of Tateyama, Japan",earthquake,,13.4,0.33,,reviewed,iscgem,iscgem
1923-09-01T02:58:35.270Z,35.274,139.344,15,7.96,mw,,,,,iscgem,iscgem911526,2022-04-25T21:14:02.327Z,"5 km SSE of ?iso, Japan",earthquake,,62,0.3,,reviewed,iscgem,iscgem
1923-07-13T11:13:41.590Z,30.93,131.032,35,7.37,mw,,,,,iscgem,iscgem911446,2022-05-09T22:48:51.539Z,"22 km N of Nishinoomote, Japan",earthquake,,13.6,0.34,,reviewed,iscgem,iscgem
1923-06-22T06:44:39.800Z,22.817,98.711,25,7.26,mw,,,,,iscgem,iscgem911420,2022-04-25T23:36:06.038Z,"99 km E of Lashio, Myanmar",earthquake,,25,0.27,,reviewed,iscgem,iscgem
